ID_Pedido;Fecha;Producto;Categoria;Cantidad;Precio_Unitario;Costo_Envio;Ciudad;Metodo_Pago;Satisfaccion
1944;11/06/2025;Laptop;Electrónica;1;803.87;7.21;Barcelona;Efectivo;5
1945;08/09/2025;Monitor;Hardware;5;149.43;11.95;Bilbao;Efectivo;3
1946;10/09/2025;Smartphone;Electrónica;2;841.88;41.48;Madrid;Transferencia;2
1947;24/12/2025;Tablet;Electrónica;1;639.09;16.92;Madrid;Transferencia;3
1948;28/11/2025;Teclado;Accesorios;1;365.51;28.99;Valencia;Transferencia;4
1949;28/02/2025;Tablet;Electrónica;1;483.9;15.14;Sevilla;Efectivo;4
1950;26/06/2025;Cámara;Fotografía;5;528.62;48.29;Sevilla;Efectivo;2
1951;05/10/2025;Monitor;Hardware;3;223.34;41.21;Sevilla;PayPal;4
1952;12/06/2025;Laptop;Electrónica;2;1039.02;44.35;Sevilla;Transferencia;4
1953;11/06/2025;Smartphone;Electrónica;1;604.31;13.01;Bilbao;PayPal;1
1954;11/12/2025;Cámara;Fotografía;5;560.62;45.92;Málaga;Transferencia;1
1955;11/11/2025;Auriculares;Accesorios;4;472.42;29.33;Barcelona;PayPal;5
1956;11/03/2025;Smartphone;Electrónica;4;595.86;28.18;Málaga;PayPal;1
1957;19/08/2025;Auriculares;Accesorios;4;611.13;40.68;Barcelona;PayPal;1
1958;22/02/2025;Laptop;Electrónica;5;40.54;45.47;Valencia;Transferencia;1
1959;02/06/2025;Smartphone;Electrónica;4;738.82;36.61;Málaga;Transferencia;3
1960;06/06/2025;Monitor;Hardware;2;807.88;33.83;Valencia;Tarjeta Credito;1
1961;11/06/2025;Cámara;Fotografía;3;53.48;7.02;Málaga;Tarjeta Credito;2
1962;02/08/2025;Cámara;Fotografía;4;209.75;13.21;Madrid;Efectivo;4
1963;15/03/2025;Smartphone;Electrónica;4;692.41;31.85;Sevilla;Efectivo;1
1964;27/07/2025;Smartphone;Electrónica;1;278.63;11.51;Valencia;PayPal;5
1965;09/04/2025;Monitor;Hardware;4;663.2;31.05;Barcelona;Efectivo;4
1966;10/01/2025;Auriculares;Accesorios;1;163.86;6.89;Madrid;Transferencia;4
1967;02/07/2025;Tablet;Electrónica;5;836.75;22.48;Valencia;Tarjeta Credito;5
1968;01/12/2025;Cámara;Fotografía;3;679.45;24.99;Barcelona;PayPal;1
1969;18/03/2025;Cámara;Fotografía;2;162.09;40.72;Málaga;PayPal;3
1970;13/11/2025;Cámara;Fotografía;1;847.5;49.8;Madrid;Tarjeta Credito;3
1971;10/06/2025;Auriculares;Accesorios;5;175.78;36.46;Bilbao;Efectivo;1
1972;28/05/2025;Auriculares;Accesorios;1;690.75;47.27;Sevilla;Transferencia;3
1973;08/01/2025;Reloj Inteligente;Gadgets;3;854.79;8.86;Málaga;Transferencia;3
1974;19/11/2025;Cámara;Fotografía;1;977.22;46.41;Sevilla;Tarjeta Credito;2
1975;12/04/2025;Reloj Inteligente;Gadgets;4;710.64;40.15;Madrid;PayPal;2
1976;17/12/2025;Reloj Inteligente;Gadgets;5;184.2;44.28;Madrid;Tarjeta Credito;5
1977;16/07/2025;Monitor;Hardware;3;255.12;15.47;Málaga;PayPal;3
1978;28/04/2025;Tablet;Electrónica;4;1066.59;38.59;Valencia;Tarjeta Credito;1
1979;15/12/2025;Cámara;Fotografía;2;697.63;36.34;Barcelona;Efectivo;2
1980;27/06/2025;Reloj Inteligente;Gadgets;2;374.8;47.27;Valencia;PayPal;1
1981;04/04/2025;Cámara;Fotografía;2;1008.39;33.02;Madrid;PayPal;3
1982;09/12/2025;Teclado;Accesorios;3;750.77;21.03;Bilbao;Transferencia;5
1983;11/11/2025;Reloj Inteligente;Gadgets;2;889.55;24.72;Sevilla;Transferencia;4
1984;02/04/2025;Smartphone;Electrónica;3;490.87;37.82;Madrid;PayPal;1
1985;03/10/2025;Teclado;Accesorios;4;602.63;21.74;Madrid;PayPal;1
1986;05/06/2025;Monitor;Hardware;5;424.21;44.29;Valencia;Tarjeta Credito;2
1987;31/07/2025;Smartphone;Electrónica;1;1147.93;27.45;Sevilla;Efectivo;4
1988;07/01/2025;Teclado;Accesorios;1;481.17;19.73;Barcelona;PayPal;1
1989;01/10/2025;Teclado;Accesorios;1;867.9;12.75;Málaga;Transferencia;5
1990;23/04/2025;Teclado;Accesorios;3;1158.76;7.15;Valencia;Tarjeta Credito;5
1991;06/12/2025;Auriculares;Accesorios;5;122.73;16.34;Madrid;Efectivo;1
1992;20/10/2025;Reloj Inteligente;Gadgets;3;150.92;30.03;Barcelona;Tarjeta Credito;4
1993;24/09/2025;Laptop;Electrónica;1;125.75;25.81;Bilbao;PayPal;1
1994;09/10/2025;Cámara;Fotografía;3;434.24;8.37;Bilbao;PayPal;1
1995;17/08/2025;Auriculares;Accesorios;1;897.56;12.91;Sevilla;Efectivo;5
1996;09/04/2025;Smartphone;Electrónica;3;566.34;43.93;Málaga;Tarjeta Credito;4
1997;24/12/2025;Teclado;Accesorios;2;173.88;27.14;Málaga;Efectivo;3
1998;28/06/2025;Tablet;Electrónica;1;775.85;36.86;Málaga;Transferencia;4
1999;21/04/2025;Laptop;Electrónica;5;209.64;17.53;Valencia;Transferencia;1
2000;14/11/2025;Teclado;Accesorios;4;1167.59;41.21;Málaga;Efectivo;4
2001;08/12/2025;Cámara;Fotografía;3;1125.75;45.05;Madrid;Efectivo;4
2002;02/01/2025;Smartphone;Electrónica;5;1189.25;17.07;Málaga;Transferencia;1
2003;30/07/2025;Cámara;Fotografía;1;349.36;42.85;Madrid;Transferencia;5
2004;04/11/2025;Auriculares;Accesorios;1;1126.49;22.98;Barcelona;Transferencia;4
2005;31/10/2025;Teclado;Accesorios;2;188.25;33.6;Madrid;Transferencia;2
2006;17/10/2025;Laptop;Electrónica;2;549.91;19.56;Madrid;Transferencia;1
2007;06/01/2025;Laptop;Electrónica;5;208.42;41.07;Bilbao;Efectivo;4
2008;14/11/2025;Laptop;Electrónica;3;272.09;36.4;Madrid;Efectivo;3
2009;26/07/2025;Laptop;Electrónica;1;266.54;18.59;Valencia;Transferencia;5
2010;15/06/2025;Smartphone;Electrónica;3;811.59;17.16;Valencia;Efectivo;4
2011;22/09/2025;Auriculares;Accesorios;4;480.3;31.52;Málaga;PayPal;4
2012;30/03/2025;Laptop;Electrónica;2;26.33;28.74;Valencia;PayPal;3
2013;04/12/2025;Monitor;Hardware;4;234.12;31.13;Valencia;Tarjeta Credito;5
2014;09/05/2025;Tablet;Electrónica;2;967.2;23.12;Barcelona;Transferencia;1
2015;14/06/2025;Cámara;Fotografía;2;112.83;12.32;Madrid;Transferencia;1
2016;25/11/2025;Tablet;Electrónica;1;1011.44;26.1;Málaga;Efectivo;4
2017;06/04/2025;Monitor;Hardware;2;1087.67;11.72;Barcelona;Transferencia;5
2018;23/11/2025;Monitor;Hardware;5;519.02;28.51;Málaga;Tarjeta Credito;1
2019;07/04/2025;Auriculares;Accesorios;5;109.65;5.12;Barcelona;Tarjeta Credito;1
2020;17/07/2025;Reloj Inteligente;Gadgets;5;406.83;30.92;Valencia;Efectivo;2
2021;13/04/2025;Auriculares;Accesorios;2;601.06;43.26;Málaga;Transferencia;2
2022;11/04/2025;Tablet;Electrónica;3;118.62;30.92;Barcelona;Transferencia;4
2023;02/01/2025;Laptop;Electrónica;2;992.92;46.95;Madrid;Transferencia;1
2024;06/03/2025;Auriculares;Accesorios;1;1015.36;12.86;Valencia;Tarjeta Credito;2
2025;11/08/2025;Smartphone;Electrónica;4;912.35;13.02;Valencia;Efectivo;3
2026;06/05/2025;Reloj Inteligente;Gadgets;2;952.79;26.28;Valencia;PayPal;4
2027;11/07/2025;Auriculares;Accesorios;5;1070.16;48.82;Bilbao;PayPal;4
2028;03/07/2025;Laptop;Electrónica;5;1168.38;37.05;Valencia;Tarjeta Credito;5
2029;06/06/2025;Tablet;Electrónica;4;593.77;43.1;Valencia;PayPal;4
2030;05/01/2025;Laptop;Electrónica;2;423.91;38.94;Valencia;Efectivo;1
2031;13/12/2025;Teclado;Accesorios;1;334.72;37.51;Barcelona;PayPal;1
2032;26/06/2025;Tablet;Electrónica;5;444.49;33.62;Málaga;PayPal;5
2033;07/04/2025;Cámara;Fotografía;3;306.05;43.04;Barcelona;Efectivo;1
2034;05/04/2025;Reloj Inteligente;Gadgets;5;681.62;29.34;Bilbao;Transferencia;4
2035;11/02/2025;Monitor;Hardware;5;684.44;34.83;Valencia;Tarjeta Credito;4
2036;21/12/2025;Auriculares;Accesorios;1;1186.08;39.6;Sevilla;Tarjeta Credito;3
2037;14/03/2025;Reloj Inteligente;Gadgets;2;796.35;35.78;Málaga;Tarjeta Credito;2
2038;05/06/2025;Cámara;Fotografía;5;380.52;49.93;Barcelona;PayPal;1
2039;27/08/2025;Smartphone;Electrónica;2;748.34;19.07;Sevilla;Tarjeta Credito;2
2040;20/06/2025;Smartphone;Electrónica;3;950.34;35.05;Valencia;Transferencia;1
2041;03/09/2025;Auriculares;Accesorios;1;208.81;38.43;Valencia;Tarjeta Credito;4
2042;01/12/2025;Smartphone;Electrónica;1;1051.71;6.7;Barcelona;PayPal;1
2043;02/08/2025;Cámara;Fotografía;2;132.54;14.36;Bilbao;Efectivo;3
2044;17/05/2025;Cámara;Fotografía;2;605.62;24.39;Madrid;PayPal;4
2045;01/05/2025;Laptop;Electrónica;5;1083.01;12.72;Sevilla;PayPal;5
2046;17/05/2025;Tablet;Electrónica;5;410.03;8.62;Bilbao;Transferencia;2
2047;25/06/2025;Smartphone;Electrónica;4;146.65;43.58;Málaga;Tarjeta Credito;4
2048;17/12/2025;Tablet;Electrónica;4;904.25;15.21;Bilbao;Tarjeta Credito;4
2049;19/03/2025;Smartphone;Electrónica;5;960.12;28.98;Sevilla;Tarjeta Credito;5
2050;12/09/2025;Auriculares;Accesorios;2;792.69;37.38;Barcelona;Transferencia;1
2051;05/01/2025;Smartphone;Electrónica;4;516.86;6.27;Málaga;PayPal;3
2052;09/06/2025;Laptop;Electrónica;1;314.07;32.8;Barcelona;Tarjeta Credito;4
2053;30/07/2025;Monitor;Hardware;4;552.46;42.0;Málaga;Tarjeta Credito;2
2054;02/02/2025;Teclado;Accesorios;4;392.19;12.57;Bilbao;Efectivo;5
2055;23/12/2025;Cámara;Fotografía;2;749.06;38.95;Barcelona;PayPal;2
2056;18/07/2025;Cámara;Fotografía;5;555.6;47.54;Málaga;Transferencia;3
2057;07/12/2025;Tablet;Electrónica;4;1183.77;39.51;Valencia;Tarjeta Credito;1
2058;13/01/2025;Smartphone;Electrónica;5;49.2;37.93;Málaga;PayPal;5
2059;05/07/2025;Cámara;Fotografía;1;663.53;16.94;Valencia;Transferencia;3
2060;04/07/2025;Laptop;Electrónica;3;1031.6;31.0;Málaga;Efectivo;2
2061;10/05/2025;Teclado;Accesorios;4;821.82;48.19;Sevilla;Tarjeta Credito;2
2062;16/05/2025;Reloj Inteligente;Gadgets;3;118.14;47.09;Madrid;Transferencia;2
2063;10/09/2025;Reloj Inteligente;Gadgets;3;1096.91;30.27;Sevilla;Tarjeta Credito;3
2064;20/08/2025;Auriculares;Accesorios;2;959.74;18.97;Valencia;Efectivo;1
2065;27/03/2025;Laptop;Electrónica;2;952.0;25.15;Barcelona;Tarjeta Credito;5
2066;21/03/2025;Cámara;Fotografía;1;1195.66;20.55;Sevilla;Transferencia;4
2067;25/03/2025;Cámara;Fotografía;2;75.69;23.06;Madrid;Transferencia;5
2068;16/05/2025;Laptop;Electrónica;2;32.47;21.28;Bilbao;Efectivo;3
2069;23/02/2025;Smartphone;Electrónica;3;52.79;26.44;Barcelona;PayPal;1
2070;09/03/2025;Teclado;Accesorios;3;1157.91;30.18;Sevilla;Transferencia;5
2071;14/03/2025;Monitor;Hardware;3;126.15;36.69;Valencia;Tarjeta Credito;4
2072;11/06/2025;Reloj Inteligente;Gadgets;3;272.07;28.22;Madrid;PayPal;2
2073;11/07/2025;Auriculares;Accesorios;2;711.88;48.73;Sevilla;Transferencia;2
2074;18/12/2025;Tablet;Electrónica;4;942.27;13.83;Valencia;Efectivo;2
2075;10/04/2025;Laptop;Electrónica;2;277.47;24.66;Madrid;Efectivo;1
2076;15/05/2025;Monitor;Hardware;4;233.89;46.18;Madrid;Efectivo;4
2077;08/11/2025;Smartphone;Electrónica;1;109.25;36.34;Málaga;Efectivo;1
2078;31/10/2025;Monitor;Hardware;3;968.42;40.59;Valencia;Tarjeta Credito;1
2079;10/11/2025;Reloj Inteligente;Gadgets;4;641.06;6.94;Sevilla;Efectivo;4
2080;25/07/2025;Auriculares;Accesorios;4;1079.28;10.92;Bilbao;PayPal;5
2081;02/10/2025;Laptop;Electrónica;2;228.09;22.16;Málaga;Efectivo;1
2082;30/05/2025;Auriculares;Accesorios;1;272.9;34.0;Valencia;Transferencia;5
2083;15/12/2025;Cámara;Fotografía;3;1173.56;7.3;Sevilla;PayPal;2
2084;30/06/2025;Smartphone;Electrónica;4;632.8;38.38;Málaga;PayPal;3
2085;25/06/2025;Monitor;Hardware;5;998.15;44.17;Barcelona;Tarjeta Credito;2
2086;27/06/2025;Smartphone;Electrónica;4;757.58;41.82;Madrid;Tarjeta Credito;3
2087;13/04/2025;Tablet;Electrónica;3;376.85;47.58;Sevilla;Transferencia;3
2088;23/02/2025;Monitor;Hardware;2;64.6;33.19;Barcelona;Tarjeta Credito;5
2089;28/07/2025;Monitor;Hardware;4;654.09;44.27;Málaga;PayPal;2
2090;21/01/2025;Tablet;Electrónica;4;691.1;39.14;Sevilla;PayPal;4
2091;28/11/2025;Cámara;Fotografía;2;786.27;47.95;Barcelona;Tarjeta Credito;3
2092;21/05/2025;Teclado;Accesorios;2;814.78;6.52;Bilbao;Efectivo;5
2093;08/06/2025;Reloj Inteligente;Gadgets;5;127.81;38.08;Bilbao;Transferencia;2
2094;29/04/2025;Tablet;Electrónica;1;366.82;23.5;Barcelona;Transferencia;2
2095;01/03/2025;Cámara;Fotografía;2;879.6;33.72;Barcelona;Transferencia;3
2096;04/08/2025;Reloj Inteligente;Gadgets;1;832.41;9.84;Madrid;Tarjeta Credito;3
2097;23/09/2025;Monitor;Hardware;1;772.24;17.67;Barcelona;Efectivo;5
2098;23/12/2025;Reloj Inteligente;Gadgets;1;517.52;37.65;Madrid;Efectivo;1
2099;16/02/2025;Teclado;Accesorios;1;1172.9;35.4;Bilbao;Tarjeta Credito;4
2100;19/12/2025;Laptop;Electrónica;1;709.65;38.26;Sevilla;PayPal;4
2101;10/10/2025;Laptop;Electrónica;4;659.0;38.21;Málaga;Efectivo;5
2102;19/02/2025;Auriculares;Accesorios;4;844.13;41.68;Bilbao;Transferencia;1
2103;22/03/2025;Auriculares;Accesorios;4;21.77;34.42;Málaga;Efectivo;5
2104;14/01/2025;Monitor;Hardware;2;124.53;37.4;Sevilla;PayPal;2
2105;09/11/2025;Auriculares;Accesorios;2;126.7;24.25;Barcelona;Tarjeta Credito;2
2106;30/09/2025;Cámara;Fotografía;2;291.73;8.98;Barcelona;PayPal;4
2107;31/01/2025;Cámara;Fotografía;5;299.91;17.81;Madrid;Efectivo;2
2108;21/04/2025;Auriculares;Accesorios;1;929.31;31.31;Barcelona;Tarjeta Credito;2
2109;23/12/2025;Reloj Inteligente;Gadgets;2;1036.95;23.12;Bilbao;Transferencia;5
2110;09/04/2025;Laptop;Electrónica;3;22.44;17.02;Bilbao;Tarjeta Credito;5
2111;25/09/2025;Teclado;Accesorios;4;828.34;27.85;Valencia;Efectivo;5
2112;05/06/2025;Monitor;Hardware;4;473.04;35.33;Sevilla;Transferencia;3
2113;07/04/2025;Auriculares;Accesorios;4;642.94;40.31;Bilbao;Tarjeta Credito;5
2114;22/10/2025;Monitor;Hardware;4;1164.53;19.13;Barcelona;Efectivo;5
2115;10/02/2025;Laptop;Electrónica;1;721.49;9.65;Bilbao;Tarjeta Credito;3
2116;02/10/2025;Auriculares;Accesorios;5;686.35;35.89;Sevilla;Transferencia;2
2117;15/12/2025;Monitor;Hardware;4;335.7;36.44;Madrid;Tarjeta Credito;5
2118;29/05/2025;Cámara;Fotografía;5;298.17;19.48;Bilbao;PayPal;3
2119;28/11/2025;Monitor;Hardware;1;789.14;17.88;Madrid;Transferencia;4
2120;16/06/2025;Tablet;Electrónica;1;303.59;33.52;Málaga;PayPal;3
2121;19/03/2025;Auriculares;Accesorios;3;615.45;23.66;Barcelona;PayPal;5
2122;26/10/2025;Teclado;Accesorios;5;196.99;21.1;Madrid;Efectivo;4
2123;13/04/2025;Reloj Inteligente;Gadgets;4;575.56;33.13;Madrid;Tarjeta Credito;3
2124;25/05/2025;Cámara;Fotografía;4;918.38;44.97;Barcelona;Efectivo;4
2125;02/04/2025;Tablet;Electrónica;4;567.62;8.81;Valencia;Efectivo;5
2126;23/02/2025;Laptop;Electrónica;4;209.7;48.26;Barcelona;Efectivo;4
2127;11/07/2025;Tablet;Electrónica;2;1100.44;20.75;Madrid;Efectivo;1
2128;07/12/2025;Monitor;Hardware;3;376.69;27.37;Bilbao;PayPal;2
2129;19/04/2025;Reloj Inteligente;Gadgets;5;477.9;16.64;Madrid;PayPal;1
2130;22/12/2025;Auriculares;Accesorios;3;321.12;42.82;Sevilla;Transferencia;1
2131;19/07/2025;Tablet;Electrónica;4;329.52;5.28;Bilbao;Tarjeta Credito;3
2132;09/01/2025;Laptop;Electrónica;5;741.18;39.77;Málaga;Efectivo;1
2133;18/06/2025;Auriculares;Accesorios;2;1146.34;37.17;Barcelona;Transferencia;5
2134;28/03/2025;Tablet;Electrónica;3;329.04;26.25;Madrid;Tarjeta Credito;4
2135;23/07/2025;Tablet;Electrónica;3;683.08;43.03;Madrid;PayPal;1
2136;27/12/2025;Laptop;Electrónica;2;777.55;25.07;Madrid;PayPal;1
2137;09/11/2025;Monitor;Hardware;2;738.48;26.35;Sevilla;Transferencia;5
2138;20/07/2025;Laptop;Electrónica;5;903.24;46.61;Madrid;Tarjeta Credito;3
2139;09/06/2025;Auriculares;Accesorios;3;262.53;49.4;Málaga;PayPal;2
2140;06/02/2025;Auriculares;Accesorios;3;133.78;25.83;Bilbao;PayPal;2
2141;14/09/2025;Monitor;Hardware;5;284.28;28.73;Sevilla;Tarjeta Credito;4
2142;28/02/2025;Smartphone;Electrónica;4;275.4;17.97;Barcelona;Efectivo;2
2143;11/05/2025;Reloj Inteligente;Gadgets;5;939.08;12.51;Sevilla;Tarjeta Credito;3
2144;01/05/2025;Laptop;Electrónica;1;1165.55;18.58;Valencia;PayPal;3
2145;15/01/2025;Tablet;Electrónica;1;828.86;20.51;Sevilla;Transferencia;1
2146;30/08/2025;Smartphone;Electrónica;1;979.62;19.64;Barcelona;Tarjeta Credito;4
2147;10/07/2025;Teclado;Accesorios;1;525.69;40.0;Sevilla;Efectivo;2
2148;02/07/2025;Tablet;Electrónica;3;538.67;36.7;Málaga;Efectivo;1
2149;04/12/2025;Cámara;Fotografía;1;1094.86;41.62;Sevilla;Transferencia;3
2150;15/09/2025;Reloj Inteligente;Gadgets;2;690.91;41.29;Sevilla;Transferencia;1
2151;02/11/2025;Tablet;Electrónica;5;258.43;23.81;Barcelona;Tarjeta Credito;2
2152;28/07/2025;Laptop;Electrónica;5;1150.72;6.07;Bilbao;Efectivo;3
2153;29/04/2025;Monitor;Hardware;5;901.94;15.24;Málaga;Efectivo;3
2154;01/11/2025;Monitor;Hardware;2;895.89;26.27;Madrid;Efectivo;4
2155;03/11/2025;Auriculares;Accesorios;2;134.37;48.58;Madrid;Transferencia;1
2156;30/09/2025;Smartphone;Electrónica;3;1169.12;36.57;Sevilla;Transferencia;5
2157;09/05/2025;Auriculares;Accesorios;2;1045.09;10.22;Málaga;Tarjeta Credito;2
2158;30/08/2025;Tablet;Electrónica;5;134.85;26.77;Málaga;Tarjeta Credito;3
2159;13/03/2025;Auriculares;Accesorios;5;1193.88;6.88;Barcelona;Transferencia;3
2160;06/11/2025;Teclado;Accesorios;5;1113.09;9.63;Madrid;PayPal;4
2161;17/05/2025;Monitor;Hardware;1;780.24;31.73;Sevilla;PayPal;3
2162;03/08/2025;Monitor;Hardware;2;429.81;10.56;Sevilla;Efectivo;2
2163;26/11/2025;Monitor;Hardware;4;1079.9;13.48;Sevilla;Efectivo;3
2164;09/09/2025;Auriculares;Accesorios;1;852.03;29.61;Sevilla;PayPal;2
2165;01/10/2025;Reloj Inteligente;Gadgets;1;159.82;16.87;Bilbao;Efectivo;2
2166;28/12/2025;Monitor;Hardware;1;905.74;35.84;Madrid;PayPal;2
2167;17/02/2025;Tablet;Electrónica;3;1071.2;21.65;Málaga;PayPal;2
2168;13/08/2025;Teclado;Accesorios;4;529.21;24.57;Sevilla;Efectivo;4
2169;07/01/2025;Auriculares;Accesorios;3;1109.73;26.21;Madrid;Tarjeta Credito;2
2170;09/07/2025;Cámara;Fotografía;5;268.96;29.38;Sevilla;PayPal;4
2171;12/09/2025;Cámara;Fotografía;5;582.32;41.43;Málaga;PayPal;2
2172;20/04/2025;Tablet;Electrónica;2;813.23;43.49;Málaga;Tarjeta Credito;1
2173;13/02/2025;Reloj Inteligente;Gadgets;5;187.02;17.87;Valencia;Efectivo;4
2174;21/10/2025;Cámara;Fotografía;5;293.57;7.35;Barcelona;PayPal;2
2175;06/09/2025;Monitor;Hardware;4;203.06;47.54;Bilbao;Tarjeta Credito;5
2176;07/07/2025;Teclado;Accesorios;2;1151.58;5.64;Valencia;Tarjeta Credito;5
2177;13/06/2025;Laptop;Electrónica;1;507.01;35.92;Valencia;Tarjeta Credito;4
2178;15/01/2025;Smartphone;Electrónica;4;835.2;14.02;Málaga;PayPal;4
2179;26/12/2025;Monitor;Hardware;4;551.78;23.85;Bilbao;PayPal;2
2180;22/07/2025;Auriculares;Accesorios;4;598.77;39.41;Barcelona;PayPal;1
2181;04/12/2025;Reloj Inteligente;Gadgets;4;908.19;17.18;Barcelona;Transferencia;5
2182;04/11/2025;Tablet;Electrónica;4;444.42;49.82;Sevilla;Efectivo;1
2183;30/06/2025;Teclado;Accesorios;4;367.34;12.86;Bilbao;Transferencia;3
2184;02/08/2025;Monitor;Hardware;5;331.32;14.5;Málaga;Efectivo;2
2185;06/06/2025;Monitor;Hardware;1;144.73;24.0;Barcelona;Tarjeta Credito;4
2186;02/04/2025;Tablet;Electrónica;5;578.57;40.68;Barcelona;Transferencia;5
2187;22/01/2025;Laptop;Electrónica;5;811.97;42.29;Bilbao;PayPal;2
2188;17/06/2025;Tablet;Electrónica;4;438.61;31.48;Valencia;Tarjeta Credito;5
2189;19/04/2025;Laptop;Electrónica;1;833.46;43.76;Barcelona;Transferencia;2
2190;12/04/2025;Teclado;Accesorios;4;1072.9;25.34;Valencia;Tarjeta Credito;3
2191;30/11/2025;Tablet;Electrónica;3;802.38;20.13;Málaga;PayPal;3
2192;09/11/2025;Cámara;Fotografía;1;1033.13;19.56;Barcelona;Tarjeta Credito;3
2193;03/11/2025;Monitor;Hardware;4;531.57;29.13;Sevilla;Efectivo;5
2194;08/01/2025;Cámara;Fotografía;1;674.12;31.3;Sevilla;Transferencia;4
2195;12/01/2025;Tablet;Electrónica;3;815.72;23.71;Bilbao;PayPal;1
2196;08/01/2025;Auriculares;Accesorios;4;830.37;37.3;Sevilla;Efectivo;1
2197;20/09/2025;Teclado;Accesorios;2;344.33;23.3;Málaga;Efectivo;5
2198;02/10/2025;Monitor;Hardware;4;751.01;39.65;Málaga;Tarjeta Credito;1
2199;31/03/2025;Tablet;Electrónica;2;739.22;42.83;Madrid;Tarjeta Credito;5
2200;17/07/2025;Reloj Inteligente;Gadgets;1;858.11;27.01;Barcelona;Transferencia;1
2201;27/12/2025;Reloj Inteligente;Gadgets;5;587.29;27.59;Bilbao;Transferencia;2
2202;22/07/2025;Smartphone;Electrónica;3;607.61;13.89;Málaga;Tarjeta Credito;1
2203;30/03/2025;Teclado;Accesorios;1;620.55;28.78;Barcelona;Transferencia;5
2204;30/01/2025;Auriculares;Accesorios;2;625.57;31.97;Málaga;PayPal;4
2205;14/04/2025;Laptop;Electrónica;1;439.97;26.23;Valencia;Efectivo;1
2206;25/10/2025;Monitor;Hardware;4;573.72;14.87;Valencia;Efectivo;4
2207;08/11/2025;Laptop;Electrónica;3;455.95;6.71;Valencia;Efectivo;4
2208;03/10/2025;Cámara;Fotografía;2;1141.16;28.51;Barcelona;Transferencia;5
2209;05/05/2025;Tablet;Electrónica;3;654.97;48.1;Valencia;PayPal;2
2210;02/09/2025;Cámara;Fotografía;2;820.88;39.2;Sevilla;PayPal;2
2211;30/11/2025;Laptop;Electrónica;2;557.82;31.41;Sevilla;Efectivo;1
2212;06/06/2025;Cámara;Fotografía;5;876.3;6.68;Valencia;Tarjeta Credito;1
2213;14/05/2025;Auriculares;Accesorios;2;861.71;19.04;Sevilla;Efectivo;5
2214;17/06/2025;Tablet;Electrónica;2;1107.86;29.34;Valencia;Transferencia;3
2215;08/01/2025;Smartphone;Electrónica;1;1114.48;16.1;Valencia;PayPal;1
2216;22/02/2025;Smartphone;Electrónica;5;843.65;38.57;Barcelona;Efectivo;4
2217;05/02/2025;Smartphone;Electrónica;1;1025.44;11.46;Sevilla;Efectivo;3
2218;28/09/2025;Teclado;Accesorios;2;1073.26;47.62;Madrid;Efectivo;4
2219;20/09/2025;Smartphone;Electrónica;5;1193.27;6.61;Barcelona;PayPal;1
2220;14/07/2025;Teclado;Accesorios;5;591.58;19.12;Madrid;Tarjeta Credito;1
2221;24/06/2025;Teclado;Accesorios;3;785.43;24.22;Málaga;Tarjeta Credito;4
2222;18/09/2025;Auriculares;Accesorios;5;1169.16;46.48;Barcelona;Efectivo;5
2223;24/12/2025;Reloj Inteligente;Gadgets;5;664.57;41.68;Bilbao;Efectivo;4
2224;02/02/2025;Reloj Inteligente;Gadgets;3;323.51;19.76;Bilbao;Efectivo;1
2225;14/03/2025;Tablet;Electrónica;1;1061.75;9.98;Madrid;Transferencia;5
2226;22/04/2025;Reloj Inteligente;Gadgets;1;781.62;14.59;Madrid;Efectivo;3
2227;22/06/2025;Cámara;Fotografía;5;1122.38;38.05;Málaga;Tarjeta Credito;2
2228;19/06/2025;Auriculares;Accesorios;2;1017.15;8.48;Madrid;PayPal;4
2229;05/09/2025;Auriculares;Accesorios;3;701.83;7.83;Sevilla;Tarjeta Credito;1
2230;14/10/2025;Smartphone;Electrónica;5;942.96;43.97;Valencia;Transferencia;2
2231;22/07/2025;Cámara;Fotografía;1;1172.97;35.31;Sevilla;Efectivo;5
2232;31/10/2025;Laptop;Electrónica;3;1116.44;16.93;Valencia;Transferencia;5
2233;17/11/2025;Tablet;Electrónica;4;443.97;41.4;Valencia;Efectivo;2
2234;08/08/2025;Tablet;Electrónica;5;1004.48;12.91;Sevilla;Transferencia;3
2235;27/06/2025;Laptop;Electrónica;4;1118.92;49.54;Málaga;Efectivo;3
2236;19/11/2025;Monitor;Hardware;4;431.99;28.16;Barcelona;Efectivo;1
2237;22/02/2025;Teclado;Accesorios;3;273.66;48.35;Valencia;Efectivo;1
2238;27/11/2025;Monitor;Hardware;4;180.83;29.3;Málaga;Transferencia;4
2239;21/03/2025;Monitor;Hardware;3;1026.17;34.08;Barcelona;Tarjeta Credito;5
2240;15/08/2025;Smartphone;Electrónica;1;130.83;17.05;Málaga;Tarjeta Credito;2
2241;02/11/2025;Smartphone;Electrónica;1;321.31;35.31;Bilbao;Transferencia;3
2242;01/07/2025;Teclado;Accesorios;4;1074.8;20.42;Barcelona;Tarjeta Credito;1
2243;02/01/2025;Smartphone;Electrónica;5;1041.35;32.68;Bilbao;PayPal;1
2244;23/05/2025;Teclado;Accesorios;5;459.77;49.04;Barcelona;PayPal;4
2245;18/08/2025;Laptop;Electrónica;3;212.2;46.9;Madrid;PayPal;2
